Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Precious Achiuwa,MIA,21,F,55,51,50.5,2.1,4.0,53.7,58.3,-4.6,12.1,0.3
Taurean Prince,CLE,27,F,41,39,45.3,2.3,4.0,58.6,58.2,0.4,22.1,0.4
Jordan Clarkson,UTA,29,G,68,65,47.7,2.2,3.9,56.2,56.8,-0.6,26.7,0.1
Ricky Rubio,MIN,30,G,67,66,43.3,2.3,3.9,58.9,57.3,1.6,26.1,0.0
Danuel House Jr.,HOU,28,F-G,36,34,46.7,2.0,3.9,50.4,56.8,-6.5,25.9,0.3
Jahlil Okafor,DET,25,C-F,26,22,52.3,2.4,3.9,59.8,58.6,1.2,12.9,0.2
Trey Lyles,SAS,25,F,22,20,57.3,2.0,3.9,51.2,56.5,-5.3,15.6,0.0
Monte Morris,DEN,26,G,47,46,44.8,2.1,3.9,53.8,57.5,-3.7,25.4,0.1
Matisse Thybulle,PHI,24,G-F,64,61,47.2,2.1,3.9,53.4,55.6,-2.2,20.0,0.1
Derrick Jones Jr.,POR,24,F,56,54,43.1,2.2,3.9,56.7,57.7,-1.0,22.7,0.6
Josh Richardson,DAL,27,G,59,57,42.1,2.2,3.9,55.9,56.4,-0.5,30.4,0.2
Goran Dragic,MIA,35,G,49,45,47.1,2.3,3.9,58.7,55.9,2.8,26.7,0.1
Chimezie Metu,SAC,24,F-C,33,30,47.9,2.4,3.9,61.4,57.3,4.2,13.6,0.4
Michael Carter-Williams,ORL,29,G,31,31,36.5,2.1,3.8,55.1,57.4,-2.4,25.8,0.0
Kenyon Martin Jr.,HOU,20,F,45,44,50.9,1.9,3.8,49.7,58.4,-8.7,23.7,0.7
Bruno Caboclo,HOU,25,F,5,5,73.1,2.0,3.8,52.6,59.6,-7.0,NaN,NaN
Damian Jones,SAC,26,C,35,30,53.6,1.9,3.8,48.9,58.4,-9.5,14.0,0.5
Patrick Beverley,LAC,32,G,37,37,47.9,2.1,3.8,55.7,58.0,-2.3,22.5,0.3
Nickeil Alexander-Walker,NOP,22,G,44,39,45.2,2.3,3.8,60.0,57.2,2.8,21.9,0.3
Cameron Johnson,PHX,25,F,59,57,47.4,2.1,3.8,57.0,57.7,-0.7,23.9,0.1
Marcus Morris Sr.,LAC,31,F,57,56,45.5,2.1,3.8,56.5,58.3,-1.7,26.4,0.1
Armoni Brooks,HOU,23,G,19,18,45.5,2.3,3.7,62.0,57.1,4.9,26.0,0.1
Stephen Curry,GSW,33,G,62,62,45.7,2.1,3.7,57.6,56.0,1.6,34.2,0.0
Facundo Campazzo,DEN,30,G,63,56,42.2,2.2,3.7,58.4,56.2,2.1,21.9,0.0
Norman Powell,POR,28,G,69,69,39.6,2.1,3.7,57.3,57.3,0.0,32.0,0.1
Brodric Thomas,CLE,24,G,26,23,54.5,2.0,3.7,54.2,56.6,-2.4,12.5,0.2
Malachi Flynn,TOR,23,G,45,39,44.7,2.2,3.7,58.4,56.8,1.6,19.7,0.0
Jaylen Hoard,OKC,22,F,18,18,53.2,1.9,3.7,53.0,56.3,-3.3,16.8,0.2
Marcus Smart,BOS,27,G,48,43,35.5,2.0,3.7,53.4,57.2,-3.8,32.9,0.2
Grayson Allen,MEM,25,G,50,47,40.8,2.1,3.7,56.3,56.5,-0.2,25.2,0.1
Maurice Harkless,SAC,28,F-G,35,32,39.9,2.1,3.7,56.3,56.4,-0.1,20.9,0.3
Talen Horton-Tucker,LAL,20,G,65,64,45.0,2.1,3.6,56.5,57.0,-0.4,20.1,0.2
Alec Burks,NYK,29,G,49,48,41.1,1.8,3.6,48.0,56.2,-8.1,25.6,0.2
Tomas Satoransky,CHI,29,G,58,56,48.4,2.1,3.6,57.7,55.8,1.9,22.5,0.2
Isaiah Hartenstein,CLE,23,C-F,44,41,51.5,1.9,3.6,54.4,59.9,-5.5,12.2,0.4
Aaron Holiday,IND,24,G,64,61,46.1,1.8,3.6,51.3,55.7,-4.4,17.8,0.1
Jeff Teague,MIL,33,G,55,53,50.3,1.9,3.6,52.3,56.3,-4.1,17.3,0.1
Matthew Dellavedova,CLE,30,G,12,11,53.1,2.3,3.6,65.1,57.2,7.9,17.2,0.1
Seth Curry,PHI,30,G,57,52,38.7,2.2,3.6,61.8,55.7,6.1,28.7,0.0
Markieff Morris,LAL,31,F,60,53,47.5,2.0,3.6,56.7,58.3,-1.5,19.7,0.2
Gary Trent Jr.,TOR,22,G-F,54,52,40.2,2.2,3.6,60.6,56.8,3.9,31.1,0.1
Tony Snell,ATL,29,G,46,44,43.9,2.1,3.6,59.8,58.2,1.5,21.1,0.2
Jaxson Hayes,NOP,21,C-F,56,53,46.3,2.0,3.5,56.6,58.8,-2.3,16.1,0.3
Tim Hardaway Jr.,DAL,29,G-F,70,68,33.9,2.2,3.5,61.3,57.2,4.1,28.4,0.1
Alex Caruso,LAL,27,G,58,58,46.3,1.8,3.5,51.7,55.9,-4.2,21.0,0.2
Cody Martin,CHA,25,F,49,46,47.1,2.1,3.5,59.5,56.5,3.0,16.3,0.1
Dylan Windler,CLE,24,G-F,31,30,56.5,2.0,3.5,56.9,56.9,0.0,16.5,0.3
Ray Spalding,HOU,24,F,2,2,53.8,1.5,3.5,42.9,57.9,-15.0,NaN,NaN
Jay Scrubb,LAC,20,G,4,3,46.7,2.3,3.5,64.3,55.3,9.0,21.0,0
Kenrich Williams,OKC,26,G-F,63,61,41.1,2.1,3.5,60.9,57.1,3.9,21.6,0.2
Grant Williams,BOS,22,F,63,55,45.7,1.8,3.5,50.7,57.2,-6.5,18.1,0.1
Onyeka Okongwu,ATL,20,F-C,48,43,53.7,2.0,3.5,57.8,58.5,-0.7,12.0,0.3
Gary Clark,PHI,26,F,36,32,47.1,2.1,3.4,62.1,57.9,4.1,16.8,0.1
Jordan McLaughlin,MIN,25,G,51,49,49.3,1.7,3.4,49.4,54.8,-5.4,18.4,0.1
Robert Franks,ORL,24,F,5,5,54.8,1.8,3.4,52.9,58.5,-5.5,14.4,0.1
Jontay Porter,MEM,21,C-F,5,5,63.0,2.0,3.4,58.8,59.9,-1.0,NaN,NaN
Shake Milton,PHI,24,G-F,63,60,43.4,1.9,3.4,56.6,55.9,0.7,23.2,0.2
Avery Bradley,HOU,30,G,27,26,41.4,2.3,3.4,68.1,59.5,8.6,22.3,0.1
Justise Winslow,MEM,25,F-G,26,24,41.2,1.9,3.4,55.2,57.7,-2.5,19.5,0.3
Svi Mykhailiuk,OKC,24,G-F,63,57,43.4,2.1,3.4,62.6,57.0,5.6,20.1,0.1
Louis King,SAC,22,F,6,5,58.8,2.0,3.3,60.0,52.3,7.7,14.2,0.8
PJ Dozier,DEN,24,G-F,49,47,43.5,1.8,3.3,52.8,56.4,-3.7,21.8,0.2
Ty Jerome,OKC,23,G-F,33,30,40.7,2.1,3.3,64.5,55.8,8.8,23.9,0.0
Chasson Randle,ORL,28,G,38,34,39.3,1.8,3.3,55.6,55.0,0.5,20.4,0.0
Chandler Hutchison,WAS,25,F-G,25,22,53.9,2.1,3.3,62.7,56.2,6.4,13.8,0.1
Jaylen Nowell,MIN,21,G,41,38,48.9,1.6,3.3,49.6,56.7,-7.1,18.1,0.2
Gary Harris,ORL,26,G,38,35,35.4,2.1,3.3,63.2,57.0,6.2,27.7,0.1
Damyean Dotson,CLE,27,G,45,43,49.2,1.7,3.3,52.0,56.7,-4.7,19.7,0.1
Wayne Ellington,DET,33,G,45,43,43.0,1.9,3.3,57.1,56.4,0.7,22.0,0.1
James Johnson,NOP,34,F,51,44,40.6,1.9,3.3,56.9,57.3,-0.4,20.5,0.4
Tim Frazier,MEM,30,G,4,4,65.0,1.3,3.3,38.5,53.2,-14.7,12.4,0
Yuta Watanabe,TOR,26,G-F,50,46,52.8,1.8,3.2,56.2,56.1,0.1,14.5,0.2
D.J. Wilson,HOU,25,F,33,29,45.3,2.0,3.2,61.7,57.7,4.0,12.4,0.2
Ish Smith,WAS,32,G,42,38,40.6,1.9,3.2,59.6,57.0,2.6,21.0,0.1
R.J. Hampton,ORL,20,G,45,40,46.2,1.9,3.2,58.2,56.9,1.3,17.4,0.0
Alen Smailagic,GSW,20,F,9,8,58.0,1.8,3.2,55.2,55.8,-0.7,5.6,0.1
Caleb Martin,CHA,25,F,50,47,43.4,1.7,3.2,53.4,56.7,-3.2,15.4,0.1
Devin Vassell,SAS,20,G-F,61,56,53.9,1.9,3.2,57.9,56.8,1.1,17.0,0.2
Joe Ingles,UTA,33,F-G,67,64,40.1,1.9,3.2,58.2,57.5,0.7,27.9,0.1
Jalen Brunson,DAL,24,G,68,64,40.5,1.8,3.2,55.3,55.7,-0.3,25.0,0.1
Tyler Johnson,BKN,29,G,37,33,50.2,1.8,3.2,57.3,56.5,0.8,17.5,0
James Ennis III,ORL,30,F,40,38,37.4,1.7,3.1,54.0,57.7,-3.8,24.0,0.0
Carmelo Anthony,POR,37,F,66,64,39.6,1.9,3.1,58.7,58.4,0.2,24.5,0.2
John Konchar,MEM,25,G,43,39,57.0,1.7,3.1,54.8,57.2,-2.4,13.4,0.1
Luke Kennard,LAC,25,G,59,53,45.1,2.0,3.1,64.3,56.5,7.9,19.6,0.1
Andre Iguodala,MIA,37,G-F,61,59,38.8,1.8,3.1,58.1,58.3,-0.2,21.3,0.2
Brad Wanamaker,CHA,31,G,61,54,46.9,1.9,3.1,61.1,55.6,5.5,17.3,0.0
Luka Samanic,SAS,21,F,27,23,53.2,1.3,3.1,40.5,55.3,-14.8,9.3,0.1
Jabari Parker,BOS,26,F,12,12,55.2,1.3,3.1,43.2,57.3,-14.1,12.8,0.2
Mike James,BKN,30,G,12,11,45.7,1.9,3.1,62.2,56.4,5.7,18.2,0.1
Juancho Hernangomez,MIN,25,F,49,45,48.6,1.9,3.1,60.3,58.0,2.3,17.3,0.1
Payton Pritchard,BOS,23,G,66,61,46.9,1.9,3.1,62.6,56.2,6.4,19.2,0.1
Terence Davis,SAC,24,G,59,54,50.6,1.9,3.0,63.3,57.1,6.2,17.6,0.1
Eric Gordon,HOU,32,G,27,27,38.3,1.8,3.0,58.5,56.6,1.9,29.2,0.2
Otto Porter Jr.,ORL,28,F,27,25,45.1,1.9,3.0,63.4,59.1,4.3,21.7,0.0
George Hill,PHI,35,G,29,25,37.1,1.7,3.0,54.5,55.0,-0.5,22.4,0.1
Saben Lee,DET,22,G,46,39,45.1,1.7,3.0,57.6,55.5,2.0,16.3,0.2
Justin Jackson,MIL,26,F,34,31,47.9,1.7,3.0,57.8,56.7,1.1,17.0,0.1
Abdel Nader,PHX,27,F,20,20,49.6,1.9,3.0,61.7,55.7,6.0,14.8,0.3
Charlie Brown Jr.,OKC,24,G,9,9,48.2,2.0,3.0,66.7,56.1,10.6,16.9,0.1
Dewayne Dedmon,MIA,31,C,16,16,51.1,1.7,3.0,56.3,57.7,-1.5,13.1,0.2
Markelle Fultz,ORL,23,G,8,8,36.4,2.3,3.0,75.0,57.1,17.9,26.9,0.0
Jerome Robinson,WAS,24,G,16,13,40.3,1.9,3.0,62.5,56.6,5.9,17.9,0.1
Anzejs Pasecniks,WAS,25,C-F,1,1,50.0,3.0,3.0,100,54.0,46.0,NaN,NaN
Sekou Doumbouya,DET,20,F,53,46,48.3,1.7,3.0,57.0,57.3,-0.3,15.5,0.1
Patrick Patterson,LAC,32,F,37,30,40.6,1.7,3.0,56.4,57.5,-1.1,15.3,0.1
Kelan Martin,IND,25,F,26,24,57.0,1.5,3.0,50.6,56.9,-6.2,9.2,0.2
Cedi Osman,CLE,26,F,59,52,39.7,1.8,3.0,59.8,56.5,3.3,25.6,0.1
Patty Mills,SAS,32,G,67,64,36.4,1.8,2.9,61.7,57.1,4.6,24.8,0.0
Malik Monk,CHA,23,G,39,35,45.1,1.9,2.9,65.8,57.0,8.8,20.9,0.1
JaMychal Green,DEN,31,F-C,57,53,44.6,1.7,2.9,57.2,57.9,-0.7,19.3,0.1
Chris Silva,SAC,24,F,9,8,51.0,1.2,2.9,42.3,57.0,-14.7,6.1,0.3
Rodney Hood,TOR,28,G-F,48,45,49.5,1.7,2.9,60.1,57.3,2.9,17.1,0.1
Troy Brown Jr.,CHI,21,G-F,33,29,45.7,1.7,2.9,60.0,56.4,3.6,15.4,0.0
Mike Scott,PHI,32,F,49,45,47.5,1.8,2.9,61.0,57.2,3.8,16.7,0.2
Aaron Nesmith,BOS,21,G-F,38,34,47.6,1.7,2.9,57.8,56.8,1.0,14.5,0.1
Ben McLemore,LAL,28,G,47,43,49.1,1.7,2.9,60.7,57.2,3.5,17.1,0.1
Glenn Robinson III,SAC,27,F,21,20,46.2,1.6,2.9,56.7,56.0,0.7,16.0,0.0
Stanley Johnson,TOR,25,F-G,57,48,40.8,1.6,2.8,55.6,57.8,-2.3,16.5,0.2
KZ Okpala,MIA,22,F-G,33,21,43.5,1.6,2.8,57.0,58.3,-1.3,12.1,0.2
Torrey Craig,PHX,30,F,47,42,41.4,1.6,2.8,56.8,57.0,-0.2,16.1,0.2
Garrison Mathews,WAS,24,G,61,54,45.8,1.8,2.8,65.5,57.0,8.5,16.2,0.0
Nassir Little,POR,21,F-G,44,38,49.6,1.7,2.8,61.8,57.2,4.6,13.3,0.2
Edmond Sumner,IND,25,G,48,42,49.6,1.6,2.8,57.5,56.8,0.6,16.2,0.1
Immanuel Quickley,NYK,22,G,63,59,42.4,1.5,2.8,53.4,56.6,-3.2,19.4,0.1
Tyler Cook,DET,23,F,29,20,53.6,1.5,2.8,53.1,57.8,-4.8,13.7,0.1
DeAndre' Bembry,TOR,26,G-F,47,42,43.6,1.5,2.8,54.6,56.5,-1.9,19.1,0.2
Frank Jackson,DET,23,G,35,33,45.5,1.4,2.8,51.5,54.6,-3.0,18.4,0.1
E'Twaun Moore,PHX,32,G,26,23,48.0,1.7,2.8,61.1,56.5,4.6,14.4,0.1
Anfernee Simons,POR,22,G,59,52,44.8,1.7,2.8,63.0,56.5,6.5,17.2,0.0
Wesley Matthews,LAL,34,G,58,50,41.1,1.5,2.7,53.5,57.6,-4.2,19.5,0.1
Cameron Payne,PHX,26,G,58,53,44.2,1.5,2.7,54.7,56.7,-2.0,18.0,0.1
Josh Hall,OKC,20,F,19,16,42.6,1.7,2.7,61.5,55.5,6.0,16.0,0.0
Austin Rivers,DEN,28,G,34,30,35.7,1.6,2.7,57.6,55.5,2.1,23.5,0.0
Mychal Mulder,GSW,27,G,54,50,48.7,1.5,2.7,54.8,55.0,-0.2,12.8,0.1
Ersan Ilyasova,UTA,34,F,16,12,50.6,1.6,2.7,58.1,53.6,4.5,8.7,0.1
Timothe Luwawu-Cabarrot,BKN,26,G-F,57,53,37.4,1.7,2.7,62.1,57.6,4.5,18.1,0.1
Jordan Poole,GSW,22,G,46,40,46.6,1.5,2.7,56.9,55.8,1.1,19.4,0.1
Didi Louzada,NOP,21,G,3,2,28.6,2.0,2.7,75.0,55.5,19.5,NaN,NaN
Thon Maker,CLE,24,F-C,8,7,45.7,1.8,2.6,66.7,56.8,9.8,9.5,0.5
Amida Brimah,IND,27,C,5,5,76.5,1.6,2.6,61.5,60.0,1.5,NaN,NaN
Furkan Korkmaz,PHI,23,G-F,54,50,42.8,1.6,2.6,60.7,57.5,3.2,19.3,0.1
Lamar Stevens,CLE,23,F,37,33,50.0,1.4,2.6,55.8,57.0,-1.3,12.5,0.2
Tyus Jones,MEM,25,G,70,64,46.1,1.5,2.6,57.5,55.6,2.0,17.5,0.0
Sean McDermott,MEM,24,F,13,11,46.5,1.6,2.5,63.6,54.8,8.8,8.8,0.1
Kira Lewis Jr.,NOP,20,G,49,45,42.2,1.4,2.5,57.3,53.9,3.3,16.7,0.0
Wes Iwundu,NOP,26,F,34,31,46.5,1.4,2.5,57.0,56.7,0.3,13.0,0.5
Jake Layman,MIN,27,F,43,38,54.0,1.5,2.5,60.6,57.8,2.7,13.9,0.2
Boban Marjanovic,DAL,32,C,30,23,43.2,1.7,2.5,65.8,58.6,7.2,8.2,0.2
Rajon Rondo,LAC,35,G,44,41,40.1,1.4,2.5,57.3,56.4,0.8,17.1,0.0
Desmond Bane,MEM,23,G,68,64,37.2,1.3,2.5,52.4,57.3,-4.9,22.3,0.1
Al-Farouq Aminu,CHI,30,F,23,22,38.5,1.4,2.5,56.1,58.3,-2.2,18.9,0.2
Romeo Langford,BOS,21,G-F,17,14,41.2,1.0,2.5,40.5,56.9,-16.5,15.7,0.1
Nicolo Melli,DAL,30,F,41,34,50.2,1.5,2.5,59.4,56.9,2.5,12.6,0.0
Jordan Nwora,MIL,22,F,22,17,51.4,1.3,2.5,53.7,57.4,-3.7,9.1,0.1
Denzel Valentine,CHI,27,G,60,51,44.1,1.5,2.5,60.5,57.0,3.5,16.7,0.1
Jarrett Culver,MIN,22,G-F,33,28,42.0,1.3,2.5,54.3,55.3,-0.9,14.7,0.2
D.J. Augustin,HOU,33,G,54,43,39.5,1.5,2.4,62.9,57.3,5.5,19.8,0.1
DaQuan Jeffries,SAS,23,G-F,28,24,37.6,1.3,2.4,54.4,57.6,-3.2,15.9,0.1
Bryn Forbes,MIL,27,G,68,61,40.0,1.6,2.4,64.8,57.1,7.7,19.3,0.0
Paul Watson,TOR,26,G,22,22,54.6,1.3,2.4,52.8,56.8,-4.0,11.0,0.1
Tacko Fall,BOS,25,C,17,15,43.2,1.1,2.4,46.3,57.6,-11.2,7.6,0.5
Jeremiah Martin,CLE,25,G,8,8,63.3,1.4,2.4,57.9,52.8,5.1,8.3,0.5
Nico Mannion,GSW,20,G,24,22,46.0,1.6,2.4,68.4,55.4,13.0,12.1,0.0
Max Strus,MIA,25,G-F,32,29,36.9,1.6,2.4,68.4,59.1,9.3,13.0,0.0
Trent Forrest,UTA,23,G,25,23,55.7,1.4,2.4,61.0,55.4,5.6,10.1,0.0
Semi Ojeleye,BOS,26,F,55,48,39.1,1.4,2.4,57.4,58.7,-1.4,17.0,0
Zeke Nnaji,DEN,20,F-C,36,31,46.9,1.5,2.3,65.5,57.9,7.6,9.5,0.1
Yogi Ferrell,LAC,28,G,9,7,48.8,1.6,2.3,66.7,56.9,9.8,13.7,0.3
Keita Bates-Diop,SAS,25,F,23,19,55.2,1.3,2.3,54.7,59.1,-4.4,8.2,0.1
Mfiondu Kabengele,CLE,23,F-C,33,25,55.5,1.1,2.3,50.0,59.1,-9.1,7.2,0.3
Wenyen Gabriel,NOP,24,F,18,15,40.6,1.1,2.3,48.8,54.3,-5.5,11.5,0.2
Georges Niang,UTA,28,F,70,50,40.5,1.1,2.3,47.5,56.2,-8.7,16.0,0.1
Harry Giles III,POR,23,F-C,35,30,38.8,1.3,2.2,57.7,58.0,-0.4,9.2,0.2
Reggie Perry,BKN,21,F-C,22,20,40.5,1.4,2.2,63.3,56.5,6.8,8.1,0.2
Isaac Bonga,WAS,21,G,38,30,46.2,1.1,2.2,48.8,57.4,-8.6,10.8,0.1
Lou Williams,ATL,34,G,66,59,39.2,1.3,2.2,60.0,56.3,3.7,21.6,0.0
Daniel Oturu,LAC,21,C,19,16,53.2,1.0,2.2,46.3,54.7,-8.4,5.4,0.2
Rodney McGruder,DET,29,G,14,10,47.6,1.2,2.1,56.7,57.4,-0.7,12.1,0.1
Darius Miller,OKC,31,F,15,14,49.2,1.0,2.1,46.9,58.4,-11.5,10.9,0.2
Chris Chiozza,BKN,25,G,20,14,45.7,1.1,2.1,54.8,55.0,-0.2,10.5,0.1
Jordan Bone,ORL,23,G,11,9,51.1,1.1,2.1,52.2,54.9,-2.8,14.0,0
Alize Johnson,BKN,25,F,14,12,43.3,1.3,2.1,62.1,54.9,7.1,10.5,0.2
Tyrese Maxey,PHI,20,G,58,41,41.6,1.2,2.0,59.7,55.1,4.5,15.3,0.1
Javonte Green,CHI,27,G-F,34,28,43.4,1.3,2.0,65.2,56.2,9.0,11.6,0.0
JJ Redick,DAL,37,G,43,36,43.9,1.4,2.0,69.0,57.3,11.7,16.4,0.0
Kris Dunn,ATL,27,G,4,3,36.4,1.3,2.0,62.5,59.0,3.5,NaN,NaN
Anthony Tolliver,PHI,36,F,8,5,45.7,1.1,2.0,56.3,55.7,0.5,9.0,0.2
Trey Burke,DAL,28,G,56,42,43.6,1.1,2.0,52.7,51.8,0.9,14.7,0.0
Mamadi Diakite,MIL,24,F,12,9,40.7,0.8,2.0,41.7,56.4,-14.8,10.1,0.2
Frank Ntilikina,NYK,22,G,24,20,45.7,1.2,2.0,58.3,57.8,0.6,9.8,0.1
Devin Cannady,ORL,25,G,4,3,53.3,1.0,2.0,50.0,59.3,-9.3,9.2,0
Brian Bowen II,IND,22,F-G,1,1,100,1.0,2.0,50.0,48.2,1.9,NaN,NaN
Sindarius Thornwell,ORL,26,G,16,11,42.7,1.2,2.0,59.4,56.4,2.9,10.3,0.0
Josh Green,DAL,20,G,32,27,49.6,1.3,2.0,62.5,55.5,7.0,11.4,0.2
Isaiah Thomas,NOP,32,G,3,2,35.3,0.7,2.0,33.3,52.3,-19.0,NaN,NaN
Mason Jones,PHI,22,G,28,21,50.9,1.2,2.0,60.7,55.7,5.0,10.4,0.0
Gabe Vincent,MIA,25,G,42,31,32.0,0.9,2.0,45.8,58.1,-12.4,13.1,0.0
Shaquille Harrison,DEN,27,G,29,19,43.2,1.3,2.0,64.9,57.9,7.0,9.8,0.1
Thanasis Antetokounmpo,MIL,28,F,46,37,42.5,1.0,2.0,53.3,57.4,-4.1,9.7,0.1
Jevon Carter,PHX,25,G,57,50,50.2,1.3,2.0,65.2,57.0,8.1,11.9,0.1
Paul Reed,PHI,22,F,21,17,48.2,1.0,1.9,51.2,58.0,-6.8,6.8,0.3
Jalen Harris,TOR,22,G,13,9,40.3,1.1,1.9,56.0,58.5,-2.5,13.2,0
Isaiah Joe,PHI,21,G,34,28,44.2,1.2,1.9,64.6,55.4,9.2,9.3,0.0
Brandon Goodwin,ATL,25,G,42,34,34.6,1.0,1.9,52.5,55.6,-3.1,13.2,0
Quinn Cook,CLE,28,G,20,15,53.5,0.9,1.9,50.0,52.7,-2.7,6.8,0.0
Karim Mane,ORL,21,G,9,8,50.0,1.3,1.9,70.6,56.6,14.0,8.8,0.2
Norvel Pelle,NYK,28,C,8,7,41.7,1.0,1.9,53.3,60.0,-6.7,6.4,0.4
Obi Toppin,NYK,23,F,60,53,41.3,0.9,1.9,50.0,58.3,-8.3,11.0,0.2
Gary Payton II,GSW,28,G,7,6,72.2,0.7,1.9,38.5,51.5,-13.0,NaN,NaN
Justin Robinson,OKC,23,G,7,5,44.8,1.1,1.9,61.5,53.5,8.1,9.8,0
Alfonzo McKinnie,LAL,28,F,27,25,53.3,1.1,1.8,61.2,57.2,4.0,6.6,0
Rodions Kurucs,MIL,23,F,15,11,52.9,0.9,1.8,51.9,57.9,-6.0,6.0,0.1
Andre Roberson,BKN,29,G-F,5,4,36.0,1.0,1.8,55.6,58.1,-2.6,12.6,0.2
Vincent Poirier,PHI,27,C-F,8,7,58.3,0.9,1.8,50.0,51.9,-1.9,NaN,NaN
Frank Mason III,ORL,27,G,4,3,22.6,1.0,1.8,57.1,59.9,-2.7,NaN,NaN
Kevin Knox II,NYK,21,F,37,27,44.8,1.2,1.7,67.2,56.3,10.9,11.0,0.1
Jahmi'us Ramsey,SAC,20,G,11,9,55.9,0.9,1.7,52.6,53.3,-0.7,7.2,0.1
Nathan Knight,ATL,23,F-C,28,23,37.5,0.7,1.7,41.7,58.9,-17.3,8.5,0.2
Bruno Fernando,ATL,22,F-C,28,22,38.7,1.1,1.7,62.5,59.3,3.2,6.8,0.1
Rondae Hollis-Jefferson,POR,26,F,10,8,48.6,0.9,1.7,52.9,54.9,-2.0,9.7,0.4
Justin James,SAC,24,G-F,26,18,38.3,0.8,1.7,50.0,54.9,-4.9,8.6,0.1
Anthony Gill,WAS,28,F,19,15,39.0,0.8,1.7,46.9,54.5,-7.6,8.4,0.1
Juwan Morgan,UTA,24,F,18,12,49.2,0.7,1.6,44.8,58.3,-13.4,5.1,0.1
Amir Coffey,LAC,24,G-F,28,19,42.1,0.8,1.6,46.7,55.9,-9.3,9.0,0
Axel Toupane,MIL,28,G-F,5,3,32.0,0.6,1.6,37.5,41.8,-4.3,7.6,0.1
Vernon Carey Jr.,CHA,20,F-C,17,12,55.1,0.7,1.6,40.7,56.5,-15.7,6.1,0.2
Langston Galloway,PHX,29,G,37,26,48.7,0.8,1.6,51.7,56.7,-5.0,10.9,0
Matt Thomas,UTA,26,G,36,28,48.7,1.1,1.6,73.2,58.7,14.5,7.3,0
Ryan Arcidiacono,CHI,27,G,41,29,41.7,0.8,1.5,52.4,54.8,-2.4,10.2,0
Jalen Smith,PHX,21,F-C,19,8,40.8,1.0,1.5,65.5,56.8,8.7,5.8,0.1
Iman Shumpert,BKN,31,G,2,2,75.0,0.5,1.5,33.3,58.2,-24.9,NaN,NaN
Ty-Shon Alexander,PHX,22,G,8,6,57.1,0.6,1.5,41.7,55.8,-14.1,NaN,NaN
Miye Oni,UTA,23,G-F,47,30,32.4,0.8,1.5,55.7,57.0,-1.2,9.6,0.1
Tyler Bey,DAL,23,F,15,13,48.9,0.9,1.5,63.6,51.8,11.9,3.9,0
Jared Dudley,LAL,35,F,11,7,45.7,0.6,1.4,43.8,57.7,-14.0,6.8,0.1
Deividas Sirvydis,DET,21,F-G,16,9,45.1,0.9,1.4,65.2,58.7,6.6,6.7,0
Tremont Waters,BOS,23,G,21,12,40.5,0.8,1.4,53.3,54.5,-1.2,9.2,0.2
Killian Tillie,MEM,23,F-C,14,9,33.9,0.6,1.4,40.0,61.0,-21.0,10.1,0.2
Quinndary Weatherspoon,SAS,24,G,14,10,40.0,1.0,1.4,70.0,50.1,19.9,6.0,0.1
Jarrell Brantley,UTA,25,F,20,16,58.3,0.8,1.4,60.7,55.5,5.2,4.9,0.1
Tre Jones,SAS,21,G,29,21,46.0,0.8,1.4,60.0,53.1,6.9,7.3,0
Skylar Mays,ATL,23,G,27,20,43.5,0.7,1.4,48.6,54.8,-6.1,8.2,0.0
Kyle Guy,SAC,23,G,25,22,44.2,0.9,1.4,64.7,56.1,8.6,7.6,0
Nick Richards,CHA,23,C,11,8,46.9,0.9,1.4,66.7,56.0,10.6,3.5,0
Meyers Leonard,MIA,29,F-C,3,2,33.3,1.0,1.3,75.0,60.5,14.6,NaN,NaN
Udoka Azubuike,UTA,21,C-F,12,11,50.0,0.7,1.3,50.0,55.5,-5.5,3.8,0.1
Markus Howard,DEN,22,G,27,20,44.3,0.9,1.3,71.4,59.1,12.3,5.5,0.0
Cassius Winston,WAS,23,G,11,7,42.4,0.7,1.3,57.1,52.1,5.0,4.5,0.2
Carsen Edwards,BOS,23,G,25,16,36.9,0.7,1.2,54.8,59.3,-4.4,8.9,0.2
Cristiano Felicio,CHI,28,F-C,13,9,41.0,0.5,1.2,43.8,54.8,-11.1,4.7,0
CJ Elleby,POR,21,F-G,22,15,43.3,0.4,1.2,30.8,53.4,-22.6,6.4,0.0
Kostas Antetokounmpo,LAL,23,F,11,4,48.1,0.6,1.2,46.2,56.4,-10.3,3.7,0.3
Terrance Ferguson,PHI,23,G,6,5,70.0,0.8,1.2,71.4,55.1,16.3,NaN,NaN
Vlatko Cancar,DEN,24,F,31,19,34.0,0.9,1.2,75.0,59.1,15.9,6.9,0.0
Sam Merrill,MIL,25,G,22,15,32.5,0.6,1.1,52.0,56.3,-4.3,7.8,0.0
T.J. Leaf,POR,24,F,7,6,47.1,0.3,1.1,25.0,55.8,-30.8,NaN,NaN
Bol Bol,DEN,21,C-F,24,16,40.0,0.7,1.1,65.4,57.4,8.0,5.0,0.2
Nate Hinton,DAL,22,G-F,15,12,64.0,0.7,1.1,68.8,54.9,13.8,4.4,0.0
Devontae Cacok,LAL,24,F,18,11,42.2,0.5,1.1,47.4,54.5,-7.1,4.9,0.1
